Audio:FILE,Text:LABEL
https://audio.yugu.net.cn/customer_audio/chunk7331.wav,我 电 池 用 了 1 0 天 退 掉 钱 退 到 我 支 付 宝 里 来
https://audio.yugu.net.cn/customer_audio/chunk1366.wav,我 刚 才 换 电 的 时 候 电 池 没 弹 出 来
https://audio.yugu.net.cn/customer_audio/chunk7494.wav,你 给 我 开 下 柜 换 一 下 电 池
https://audio.yugu.net.cn/customer_audio/chunk2305.wav,就 我 今 天 刚 说 一 下 你 们 充 电 柜 里 的 电 然 后 我 刚 拿 出 电 池 看 一 下 我 发 现 他 头 跟 我 车 上 的 头 接 不 上
https://audio.yugu.net.cn/customer_audio/chunk7661.wav,我 跟 客 服 说 过 了 他 说 不 能 退 我 说 我 之 前 使 用 过 我 之 前 使 用 过 使 的 是 那 什 么 呀 使 的 是 另 一 个 车 我 就 刚 换 了 一 个 车 就 确 定 用 电 瓶 用 不 了
https://audio.yugu.net.cn/customer_audio/chunk7308.wav,我 还 是 还 剩 下 3 8 的 电 怎 么 突 然 断 电 了
https://audio.yugu.net.cn/customer_audio/chunk4017.wav,我 刚 充 电 四 分 钟 就 充 电 结 束 了
https://audio.yugu.net.cn/customer_audio/chunk3849.wav,你 帮 我 看 一 下 我 套 餐 是 在 深 圳 市 宝 安 区 买 的 套 餐 然 后 我 想 开 去 佛 山 那 边 你 帮 我 看 一 下 佛 山 那 边 能 换 吗 能 换 电 吗 佛 山 市 是 吧
https://audio.yugu.net.cn/customer_audio/chunk1782.wav,电 池 取 出 来 电 池 太 大 我 这 箱 子 装 不 下 我 这 九 号 电 动 车 的 箱 子 已 经 够 大 了 但 是 电 池 更 大 我 现 在 想 把 它 换 成 小 的 换 不 回 来 了
https://audio.yugu.net.cn/customer_audio/chunk6411.wav,我 之 前 不 是 押 金 退 然 后 提 现 提 现 之 前 提 现 失 败 了 嘛 然 后 我 重 新 提 现 它 提 现 什 么 时 候 能 到 账
https://audio.yugu.net.cn/customer_audio/chunk1435.wav,为 什 么 现 在 新 人 需 要 以 实 名 后 还 要 联 系 客 服 呢
https://audio.yugu.net.cn/customer_audio/chunk1717.wav,我 退 掉 了 上 次 扣 我 一 期 的 五 百 他 现 在 是 怎 么 处 理 呀
https://audio.yugu.net.cn/customer_audio/chunk3236.wav,如 果 是 说 我 拿 个 码 给 新 用 户 邀 请 下 载 之 后 他 那 边 第 一 个 月 是 多 少
https://audio.yugu.net.cn/customer_audio/chunk7515.wav,我 这 边 有 个 电 柜 他 们 有 个 人 还 电 池 把 电 柜 全 部 塞 满 了 现 在 拿 不 出 电 池 来 能 帮 我 开 个 柜 门 拿 一 个 出 来 吗
https://audio.yugu.net.cn/customer_audio/chunk795.wav,我 车 电 池 丢 了 你 能 不 能 帮 我 定 位 一 下 在 哪 里
https://audio.yugu.net.cn/customer_audio/chunk1982.wav,你 看 一 下 我 电 池 我 又 续 了 十 次 为 什 么 用 不 了
https://audio.yugu.net.cn/customer_audio/chunk3889.wav,你 帮 我 查 一 下 市 政 府 附 近 有 没 有 换 电 柜
https://audio.yugu.net.cn/customer_audio/chunk350.wav,我 想 把 我 套 餐 寄 存 了 到 我 现 在 拿 电 池 的 怎 么 找 不 到 呢
https://audio.yugu.net.cn/customer_audio/chunk555.wav,四 十 八 的 有 的 时 候 就 没 选 吗
https://audio.yugu.net.cn/customer_audio/chunk6786.wav,我 电 池 是 寄 存 的
https://audio.yugu.net.cn/customer_audio/chunk1084.wav,我 刚 扫 的 电 池 被 我 扫 错 了 我 能 不 能 退 一 下 我 扫 我 们 内 部 的
https://audio.yugu.net.cn/customer_audio/chunk4262.wav,因 为 我 线 我 扫 线 总 共 是 我 扫 一 下 子 他 门 柜 子 门 没 打 开 呀 我 再 扫 他 一 下 我 出 二 十 块 钱 是 购 买
https://audio.yugu.net.cn/customer_audio/chunk2988.wav,是 我 要 回 老 家 我 要 寄 存 但 是 我 到 十 二 我 到 十 二 十 二 天 左 右 到 期 了 我 回 不 来 怎 么 办
https://audio.yugu.net.cn/customer_audio/chunk2020.wav,我 还 得 重 新 购 买 一 个 是 吗
https://audio.yugu.net.cn/customer_audio/chunk2224.wav,我 有 几 次 怎 么 充 电 充 了 两 三 个 小 时 就 断 掉 了
https://audio.yugu.net.cn/customer_audio/chunk5031.wav,咱 寄 存 电 池 是 限 制 时 间 什 么 的 吗
https://audio.yugu.net.cn/customer_audio/chunk4167.wav,身 份 证 身 份 证 号 码 写 错 了 是 吧
https://audio.yugu.net.cn/customer_audio/chunk6607.wav,我 这 个 电 池 你 能 帮 我 开 启 一 下 应 急 模 式 吗 我 不 是 车 的 放 电 池 地 方 是 电 动 的 现 在 车 没 电 了 换 不 了 电 池
https://audio.yugu.net.cn/customer_audio/chunk6091.wav,我 有 块 电 瓶 锁 在 里 面 了
https://audio.yugu.net.cn/customer_audio/chunk3478.wav,我 刚 才 扫 了 一 下 电 池 然 后 他 们 还 没 给 我 再 开 门
https://audio.yugu.net.cn/customer_audio/chunk375.wav,你 帮 我 看 一 下 这 锂 换 电 柜 子 有 一 号 柜 打 不 开 坏 了 柜 门 坏 了
https://audio.yugu.net.cn/customer_audio/chunk387.wav,我 刚 才 电 池 放 进 去 了 完 了 没 放 好 我 把 柜 门 关 上 他 没 点 电 池 他 现 在 也 不 给 我 挡 起 来
https://audio.yugu.net.cn/customer_audio/chunk4574.wav,这 边 是 我 想 用 短 期 套 餐 他 不 是 有 两 天 五 天 跟 一 个 星 期 了 对 吧
https://audio.yugu.net.cn/customer_audio/chunk7957.wav,我 换 电 我 把 电 池 放 里 边 了 这 别 的 门 也 不 弹 吗
https://audio.yugu.net.cn/customer_audio/chunk6837.wav,我 有 一 个 手 机 忘 家 了 手 机 绑 的 换 电 账 号 然 后 我 现 在 没 法 换 电
https://audio.yugu.net.cn/customer_audio/chunk3317.wav,我 这 现 在 是 过 期 几 天 了 怎 么 没 有 提 示 呢
https://audio.yugu.net.cn/customer_audio/chunk3383.wav,我 刚 才 送 了 一 单 外 卖 我 送 到 地 方 他 附 近 没 有 换 电 的 地 方 怎 么 办
https://audio.yugu.net.cn/customer_audio/chunk4329.wav,我 怎 么 样 换 一 个 这 锂 的 换 电 线 有 特 殊 要 求 吗
https://audio.yugu.net.cn/customer_audio/chunk1368.wav,我 回 家 的 时 候 存 了 个 电 池 为 什 么 现 在 拿 不 出 来 呀
https://audio.yugu.net.cn/customer_audio/chunk2248.wav,我 这 边 电 池 换 电 的 时 候 没 有 柜 子 了
https://audio.yugu.net.cn/customer_audio/chunk6113.wav,按 量 收 费 是 什 么 意 思
https://audio.yugu.net.cn/customer_audio/chunk7655.wav,我 这 还 有 百 分 之 十 二 的 电 池 为 什 么 它 显 示 是 异 常 呢
https://audio.yugu.net.cn/customer_audio/chunk4108.wav,你 们 电 池 为 什 么 现 在 又 跑 不 快 了 呀
https://audio.yugu.net.cn/customer_audio/chunk1102.wav,我 是 新 用 户 吧 算 是 这 锂 换 电 的 我 在 电 柜 上 看 着 电 话 我 想 以 后 经 常 用 咱 换 电 柜 有 什 么 优 惠 什 么 什 么 的 吗
https://audio.yugu.net.cn/customer_audio/chunk4164.wav,主 要 那 电 池 换 放 不 进 去 比 我 箱 子 高 出 一 块 来 他 那 插 座 那 也 不 匹 配 他 给 的 那 线 也 用 不 了 是 不 是 就 不 合 适
https://audio.yugu.net.cn/customer_audio/chunk5159.wav,不 是 你 们 充 电 结 束 它 里 边 的 钱 不 退 是 吧
https://audio.yugu.net.cn/customer_audio/chunk1548.wav,我 支 付 宝 套 餐 费 扣 了 上 面 天 数 没 有 变 呢
https://audio.yugu.net.cn/customer_audio/chunk2589.wav,我 这 个 电 池 放 进 去 了 它 不 弹 出 来 他 说 显 示 电 池 未 放 入 但 我 已 经 放 进 去 了 他 现 在 拿 也 拿 不 出 啊
https://audio.yugu.net.cn/customer_audio/chunk3928.wav,我 这 边 换 电 池 的 时 候 不 小 心 把 里 面 的 插 头 给 放 进 去 了 取 不 出 来 了
https://audio.yugu.net.cn/customer_audio/chunk3054.wav,电 动 车 配 电 的 啥 时 候 能 申 请 成 功 现 在 审 核 中
https://audio.yugu.net.cn/customer_audio/chunk2381.wav,换 电 柜 的 号 是 吧
https://audio.yugu.net.cn/customer_audio/chunk3856.wav,我 们 叮 咚 买 菜 放 的 你 们 这 锂 换 电 它 有 个 柜 子 打 不 开 了 你 们 后 台 能 不 能 打 开 我 把 编 码 告 诉 下 你 们 2 0 2 3 0 7 1 7
https://audio.yugu.net.cn/customer_audio/chunk1720.wav,你 把 钱 发 给 我
https://audio.yugu.net.cn/customer_audio/chunk1311.wav,我 这 电 池 能 不 能 换 一 个 号 码
https://audio.yugu.net.cn/customer_audio/chunk4716.wav,我 电 池 然 后 把 用 完 的 电 池 放 在 里 边 然 后 它 弹 出 新 电 什 么 直 接 卡 住 了 出 不 来
https://audio.yugu.net.cn/customer_audio/chunk576.wav,我 刚 才 换 电 的 时 候 不 小 心 把 它 给 关 上 了 有 人 帮 我 打 开 一 下 吧
https://audio.yugu.net.cn/customer_audio/chunk22.wav,我 换 电 然 后 我 扫 进 去 把 电 池 推 了 进 去 然 后 没 弹 电 池 出 来 电 池 都 给 我 吃 了
https://audio.yugu.net.cn/customer_audio/chunk179.wav,我 设 置 好 了 设 置 到 银 行 卡 了 麻 烦 帮 我 退 一 下 退 一 下 款
https://audio.yugu.net.cn/customer_audio/chunk3652.wav,锂 电 池 我 现 在 换 电 电 池 塞 不 进 去 怎 么 办
https://audio.yugu.net.cn/customer_audio/chunk3216.wav,我 刚 换 了 个 新 电 瓶 车 嘛 我 现 在 电 瓶 车 的 电 瓶 说 显 示 有 点 小 了 说 没 有 我 用 六 十 码 的 可 以 吗
https://audio.yugu.net.cn/customer_audio/chunk4212.wav,刚 才 我 换 电 把 电 池 放 进 去 了 呀 那 我 他 没 有 弹 出 来
https://audio.yugu.net.cn/customer_audio/chunk3155.wav,我 刚 打 电 话 说 我 的 界 面 上 面 没 有 显 示 换 电 站
https://audio.yugu.net.cn/customer_audio/chunk2289.wav,我 刚 买 了 套 餐 然 后 我 换 电 电 池 型 号 不 匹 配 能 不 能 退 套 餐 套 餐 钱 怎 么 退
https://audio.yugu.net.cn/customer_audio/chunk1567.wav,今 天 晚 上 我 拉 一 个 新 人 叫 莫 朝 军 我 为 什 么 平 台 上 面 没 显 示
https://audio.yugu.net.cn/customer_audio/chunk3428.wav,电 池 我 寄 存 了 我 在 东 莞 这 里 面 有 扫 了 扫 这 锂 它 有 异 常 它 无 法 显 示 了
https://audio.yugu.net.cn/customer_audio/chunk903.wav,刚 才 我 换 电 的 时 候 他 刚 才 我 换 电 的 时 候 我 餐 盘 打 开 了 然 后 我 不 小 心 我 又 把 仓 板 关 了 现 在 取 不 出 电 池 怎 么 办 呢
https://audio.yugu.net.cn/customer_audio/chunk897.wav,你 们 投 诉 热 线 是 怎 么 打 的 呀
https://audio.yugu.net.cn/customer_audio/chunk5272.wav,我 现 在 要 求 你 们 退 我 三 块 不 是 退 我 两 块 三
https://audio.yugu.net.cn/customer_audio/chunk5603.wav,我 押 金 扣 了 没 有
https://audio.yugu.net.cn/customer_audio/chunk6755.wav,我 这 第 一 回 用 这 A P P 上 面 写 了 四 十 八 伏 我 不 可 用 这 是 什 么 意 思
https://audio.yugu.net.cn/customer_audio/chunk7903.wav,我 已 经 扫 了 三 四 次 电 池 都 换 不 了 了
https://audio.yugu.net.cn/customer_audio/chunk5198.wav,电 池 转 换 转 换 成 六 十 伏 的 怎 么 转 换 不 了
https://audio.yugu.net.cn/customer_audio/chunk631.wav,我 是 锂 换 电 这 我 是 在 高 碑 店 这 边 然 后 早 晨 七 点 多 显 示 我 还 了 把 什 么 是 暂 存 了 在 柜 机 上 然 后 呢 它 显 示 我 没 有 存 好
https://audio.yugu.net.cn/customer_audio/chunk4690.wav,我 在 常 熟 市 李 达 路 三 百 二 十 七 号 这 边 换 电 然 后 电 柜 打 开 了 我 就 要 去 已 使 用 过 的 电 瓶 放 在 里 面 怎 么 他 好 像 接 不 上 放 不 了 电
https://audio.yugu.net.cn/customer_audio/chunk4559.wav,我 刚 免 费 寄 存 电 池 我 怎 么 没 显 示 成 功 我 电 池 都 放 进 去 了
https://audio.yugu.net.cn/customer_audio/chunk1150.wav,这 锂 换 电 不 是 有 现 在 有 两 个 柜 子 吗 一 个 一 个 普 通 柜 子 一 个 加 大 号 的 柜 子 柜 线 材 跟 普 通 的 是 一 样 的 吗
https://audio.yugu.net.cn/customer_audio/chunk7316.wav,我 报 一 下 编 码 你 帮 我 查 一 下 我 能 不 能 寄 存 呢 好 像 没 有 空 格 了
https://audio.yugu.net.cn/customer_audio/chunk4845.wav,我 充 电 卡 现 在 不 能 充 电
https://audio.yugu.net.cn/customer_audio/chunk7238.wav,我 是 帮 别 人 咨 询 的 我 是 跑 腿
https://audio.yugu.net.cn/customer_audio/chunk7334.wav,我 给 你 们 打 电 话 你 们 光 说 来 修 来 修 也 不 来 修 到 底 行 不 行 一 个 月 就 这 么 多 钱
https://audio.yugu.net.cn/customer_audio/chunk7765.wav,小 区 附 近 有 没 有 换 电 站 我 这 边 看 不 到
https://audio.yugu.net.cn/customer_audio/chunk3234.wav,我 有 个 换 电 的 我 电 池 放 进 去 的 是 一 号 柜 的 你 电 池 充 满 电 的 都 没 有 弹 开 来 我 现 在 电 池 都 是 换 掉 了 锁 进 里 面 去 里 面 满 电 的 都 没 有 弹 出 来 门
https://audio.yugu.net.cn/customer_audio/chunk1295.wav,这 锂 换 电 我 是 我 套 餐 到 期 了 电 池 因 为 还 有 一 点 电 我 暂 时 还 没 有 说 退 回 去 期 间 如 果 有 逾 期 是 不 会 扣 钱 的 吧
https://audio.yugu.net.cn/customer_audio/chunk1903.wav,我 寄 存 电 池 以 后 再 取 的 话 是 按 当 天 的 还 是 按 小 时 计 算 的 就 是 剩 余 额 小 时 计 算 的
https://audio.yugu.net.cn/customer_audio/chunk820.wav,我 提 线 钱 为 什 么 这 么 久 没 到 账
https://audio.yugu.net.cn/customer_audio/chunk3883.wav,今 天 上 午 你 们 什 么 专 主 号 码 打 电 话 给 我 什 么 事 这 锂 的
https://audio.yugu.net.cn/customer_audio/chunk6253.wav,我 用 到 月 底 他 归 还 怎 么 还
https://audio.yugu.net.cn/customer_audio/chunk6410.wav,你 帮 我 查 询 一 下 吧 昨 天 我 充 电 了 没 有 充 进 去
https://audio.yugu.net.cn/customer_audio/chunk3429.wav,扫 码 失 败 是 怎 么 回 事
https://audio.yugu.net.cn/customer_audio/chunk2860.wav,我 买 了 电 池 套 餐 以 后 然 后 我 把 电 池 取 出 来 了 然 后 跟 我 的 电 动 箱 不 匹 配 套 餐 能 退 吗
https://audio.yugu.net.cn/customer_audio/chunk1151.wav,我 要 打 开 后 电 柜 给 他 跟 我 说 换 电 失 败 请 关 闭 打 开 一 个 箱 门 这 换 电 柜 的 箱 门 都 是 关 着 的 我 怎 么 打 开
https://audio.yugu.net.cn/customer_audio/chunk5442.wav,我 在 十 月 二 号 电 池 寄 存 了 然 后 我 今 天 取 出 来 的 时 候 怎 么 只 剩 下 一 个 小 时 了 呀
https://audio.yugu.net.cn/customer_audio/chunk2159.wav,为 什 么 我 这 边 的 充 电 桩 我 充 上 去 之 后 他 就 马 上 给 我 断 电 说 我 充 电 失 败 充 不 上 去 已 经 三 次 了
https://audio.yugu.net.cn/customer_audio/chunk818.wav,我 电 池 还 了 之 后 它 上 面 显 示 没 有 没 有 寄 存 成 功 但 是 我 电 箱 已 经 扫 进 去 了 电 池 放 进 去 了
https://audio.yugu.net.cn/customer_audio/chunk3841.wav,我 刚 才 在 这 锂 换 电 上 面 我 就 申 请 一 个 免 押 金 的
https://audio.yugu.net.cn/customer_audio/chunk1690.wav,他 只 能 在 靠 信 用
https://audio.yugu.net.cn/customer_audio/chunk6849.wav,我 没 把 账 号 告 诉 别 人 情 况 下 我 觉 得 电 池 被 别 人 取 走 了 然 后 我 上 午 已 经 打 过 你 们 客 服 了 然 后 他 让 我 报 警 我 现 在 我 要 知 道 他 当 时 取 的 换 电 柜 的 地 址 是 在 哪 里
https://audio.yugu.net.cn/customer_audio/chunk6780.wav,我 电 池 放 进 去 了 它 好 像 是 灯 没 亮 然 后 舱 门 也 关 上 了
https://audio.yugu.net.cn/customer_audio/chunk43.wav,我 取 的 电 池 怎 么 取 不 了 线 柜 子 电 柜 上 面
https://audio.yugu.net.cn/customer_audio/chunk3688.wav,你 们 说 充 电 充 的 断 了 电 这 费 也 就 电 也 充 不 上 你 费 也 不 退 给 你
https://audio.yugu.net.cn/customer_audio/chunk4956.wav,我 刚 才 申 请 这 里 换 电 一 下 说 交 了 电 池 钱 了 我 到 从 配 件 柜 上 去 拿 电 池 是 吗
https://audio.yugu.net.cn/customer_audio/chunk805.wav,我 这 号 现 在 有 一 块 马 上 到 期 了 完 了 我 同 时 能 租 两 块 是 不
https://audio.yugu.net.cn/customer_audio/chunk6537.wav,我 电 瓶 车 电 池 我 第 一 次 用 嘛 放 不 进 去 然 后 电 也 不 匹 配 就 我 套 餐 可 以 退 吗
https://audio.yugu.net.cn/customer_audio/chunk312.wav,我 刚 买 了 套 餐 然 后 我 扫 码 换 电 的 时 候 它 显 示 未 知 换 电 站 无 法 取 电 是 什 么 情 况
https://audio.yugu.net.cn/customer_audio/chunk4583.wav,我 刚 电 池 取 不 出 来 旁 边 有 辆 车 卡 住 了
https://audio.yugu.net.cn/customer_audio/chunk1709.wav,这 电 池 我 不 用 了 为 什 么 我 这 里 还 显 示 一 个 待 付 款 的 五 百 押 金
https://audio.yugu.net.cn/customer_audio/chunk8462.wav,我 电 瓶 被 人 偷 走 的 话 是 需 要 赔 偿 多 少 钱
https://audio.yugu.net.cn/customer_audio/chunk5839.wav,我 电 瓶 在 电 瓶 车 里 放 吗 是 让 你 们 取 走 了 吗
https://audio.yugu.net.cn/customer_audio/chunk2557.wav,我 买 了 一 个 套 餐 但 是 我 年 前 把 电 退 了 退 了 之 后 我 过 来 之 后 它 就 显 示 让 我 把 电 弄 进 去 然 后 再 怎 么 样 怎 么 办 呢
https://audio.yugu.net.cn/customer_audio/chunk5307.wav,感 觉 线 应 该 没 问 题 因 为 一 次 不 太 好
https://audio.yugu.net.cn/customer_audio/chunk3728.wav,前 面 电 池 它 检 测 不 到 反 馈 到 现 在 还 没 联 系 我 什 么 时 候 能 联 系 我 说 有 刚 才 超 时 了
https://audio.yugu.net.cn/customer_audio/chunk5292.wav,我 换 工 作 了 我 电 池 不 租 了 我 现 在 还 进 去 他 怎 么 A P P 上 显 示 还 我 还 在 用 呢
https://audio.yugu.net.cn/customer_audio/chunk5916.wav,之 前 我 一 个 朋 友 他 骑 我 车 后 面 他 自 己 开 了 个 套 餐 我 电 他 给 我 换 到 别 的 地 方 去 了 然 后 他 用 他 的 套 餐 换 了 个 电 然 后 我 现 在 要 换 电 换 不 了 了 是 什 么 情 况 呀
https://audio.yugu.net.cn/customer_audio/chunk1098.wav,我 想 租 这 锂 换 电 m a x 嘛 然 后 要 不 要 押 金 呢
https://audio.yugu.net.cn/customer_audio/chunk2699.wav,就 普 福 家 园 北 区 充 电 桩 怎 么 这 好 几 天 都 用 不 了
https://audio.yugu.net.cn/customer_audio/chunk5368.wav,帮 我 取 个 电 池 取 个 电 池
https://audio.yugu.net.cn/customer_audio/chunk3933.wav,我 后 台 认 证 身 份 给 通 过 一 下
https://audio.yugu.net.cn/customer_audio/chunk2413.wav,那 个 电 池 的 套 餐 我 现 在 重 新 买 了 一 个 你 那 边 看 一 下 重 新 帮 我 之 前 买 的 套 餐 加 上 来
https://audio.yugu.net.cn/customer_audio/chunk8238.wav,1 8 7 8 6 5 2
https://audio.yugu.net.cn/customer_audio/chunk6694.wav,我 现 在 我 充 了 两 块 钱 的 想 充 电 但 是 头 不 太 好 使 是 一 会 儿 充 一 会 不 充 的 那 我 怎 么 办 呢
https://audio.yugu.net.cn/customer_audio/chunk2049.wav,你 们 安 充 电 桩 要 怎 么 收 费 的
https://audio.yugu.net.cn/customer_audio/chunk3353.wav,放 电 柜 我 把 电 池 放 进 去 之 后 关 上 之 后 它 就 没 有 再 打 开 了 它 显 示 换 电 失 败 它 显 示 电 池 没 有 放 进 去
https://audio.yugu.net.cn/customer_audio/chunk1644.wav,可 以 帮 我 电 池 临 时 打 开 一 下 吗
https://audio.yugu.net.cn/customer_audio/chunk4150.wav,这 样 我 说 我 这 边 现 在 为 什 么 不 能 更 换 套 餐 这 边
https://audio.yugu.net.cn/customer_audio/chunk1052.wav,我 要 我 要 退 电 我 的 电 池 退 过 去 了 之 后 我 这 边 还 显 示 套 餐 还 剩 一 千 什 么 原 因
https://audio.yugu.net.cn/customer_audio/chunk2609.wav,我 电 瓶 放 错 箱 了
https://audio.yugu.net.cn/customer_audio/chunk2438.wav,柜 子 里 那 个 线 材 没 出 来 刚 刚 买 的
https://audio.yugu.net.cn/customer_audio/chunk7375.wav,它 把 电 池 给 坑 了 账 号
https://audio.yugu.net.cn/customer_audio/chunk7175.wav,这 锂 换 电 刚 换 的 电 池 不 能 用 它 上 面 显 示 异 常 怎 么 回 事 儿
